,KKTOWN 用戶,重覆檢查,誰做的,回覆(Y/N),備註,,,
,K292070,1,AN,,,,,
,H477653,1,AN,,,,,
,C382118,1,AN,,,,,
,C328438,1,AN,,,,,
,D467168,1,AN,,,,,
,G279021,1,AN,,,,,
,M440349,1,AN,,,,,
,F453328,1,AN,,,,,
,J251581,1,AN,,,,,
,J241560,1,AN,,,,,
,F457783,1,AN,,,,,
,E391731,1,AN,,,,,
,M298317,1,AN,,,,,
,M364790,1,AN,,,,,
,M445255,1,AN,,,,,
,K375648,1,AN,,,,,
,D490290,1,AN,,,,,
,K399496,1,AN,,,,,
,B298666,1,AN,,,FALSE,,
,K434488,1,AN,,,FALSE,,
,E220068,1,AN,,,FALSE,,
,G343767,1,AN,,,,,
,A146469,1,AN,,,,,
,K286977,1,AN,,,,,
,D391532,1,AN,,,,,
,E495956,1,AN,,,,,
,K306568,1,AN,,,,,
,M404060,1,AN,,,,,
,E387254,1,AN,,,,,
,M456794,1,AN,,,,,
,E459689,1,AN,,,,,
,H436550,1,AN,,,FALSE,,
,A230048,1,AN,,,FALSE,,
,K430120,1,AN,,,,,
,F422495,1,AN,,,,,
,C159577,1,AN,,,,,
,B407662,1,AN,,,,,
,F472171,1,AN,,,,,
,K399045,1,AN,,,,,
,D449612,1,AN,,,,,
,M488320,1,AN,,,,,
,D495889,1,AN,,,,,
,K282995,1,AN,,,,,
,H529507,1,AN,,,,,
,D429856,1,AN,,,,,
,F515797,1,AN,,,,,
,F489958,1,AN,,,,,
,B295638,1,AN,,,,,
,H384604,1,AN,,,,,
,B318485,1,AN,,,,,
,E331077,1,AN,,,,,
,M413454,1,AN,,,,,
,B397960,1,AN,,,,,
,G263368,1,AN,,,,,
,F468816,1,AN,,,,,
,H511291,1,AN,,,,,
,G118608,1,AN,,,,,
,F354251,1,Yufi,,,,,
,M432550,1,Yufi,,,,,
,D486451,1,Yufi,,,,,
,A366513,1,Yufi,,,,,
,G298975,1,Yufi,,,,,
,F364217,1,Yufi,,,,,
,J433037,1,Yufi,,,,,
,D403544,1,Yufi,,,,,
,J492052,1,Yufi,,,,,
,B280766,1,Yufi,,,,,
,B271174,1,Yufi,,,,,
,K445146,1,Yufi,,,,,
,G175764,1,Yufi,,,,,
,F518569,1,Yufi,,,,,
,K399243,1,Yufi,,,,,
,A397401,1,Yufi,,,,,
,H550363,1,Yufi,,,,,
,K439556,1,Yufi,,,,,
,J472230,1,Yufi,,,,,
,C226589,1,Yufi,,,,,
,C230296,1,Yufi,,,,,
,H438999,1,Yufi,,,,,
,A206309,1,Yufi,,,,,
,E405360,1,Yufi,,,,,
,J302181,1,Yufi,,,,,
,J323521,1,Yufi,,,,,
,H391600,1,Yufi,,,,,
,M337741,1,Yufi,,,,,
,K345442,1,Yufi,,,,,
,H341990,1,Yufi,,,,,
,E521377,1,Yufi,,,,,
,K381610,1,Yufi,,,,,
,G113713,1,Yufi,,,,,
,M445761,1,Yufi,,,,,
,C290444,1,Yufi,,,,,
,D472085,1,Yufi,,,,,
,E553332,1,Yufi,,,,,
,M442164,1,Yufi,,,,,
,F290627,1,Yufi,,,,,
,G189734,1,Yufi,,,,,
,A368922,1,Yufi,,,,,
,M391839,1,Yufi,,,,,
,B312578,1,Yufi,,,,,
,B437230,1,Yufi,,,,,
,J330924,1,Yufi,,,,,
,E563826,1,Yufi,,,,,
,F492730,1,Yufi,,,,,
,A250848,1,Yufi,,,,,
,K380180,1,Yufi,,,,,
,E526239,1,Yufi,,,,,
,H570042,1,AN,,,,,
,K366947,1,AN,,,,,
,G215738,1,AN,,,,,
,E583593,1,AN,,,,,
,F517315,1,AN,,,,,
,H438889,1,AN,,,,,
,E551715,1,AN,,,,,
,H389158,1,AN,,,,,
,A325791,1,AN,,,,,
,E514942,1,AN,,,,,
,M356848,1,AN,,,,,
,H562980,1,AN,,,,,
,D466662,1,AN,,,,,
,K437314,1,AN,,,,,
,K315016,1,AN,,,,,
,M299065,1,AN,,,,,
,M494898,1,AN,,,,,
,K264570,1,AN,,,,,
,K441175,1,AN,,,,,
,J474353,1,AN,,,,,
,E373966,1,AN,,,,,
,E513160,1,AN,,,,,
,G219401,1,AN,,,,,
,C278377,1,AN,,,,,
,K364494,1,AN,,,,,
,K331956,1,AN,,,,,
,M400078,1,AN,,,,,
,G212592,1,AN,,,,,
,A185233,1,AN,,,,,
,C360976,1,AN,,,,,
,J480293,1,AN,,,,,
,H352154,1,AN,,,,,
,K248972,1,AN,,,,,
,E366497,1,AN,,,,,
,A250595,1,AN,,,,,
,F362930,1,AN,,,,,
,K237752,1,AN,,,,,
,D287274,1,AN,,,,,
,B228483,1,AN,,,,,
,H441892,1,AN,,,,,
,B358877,1,AN,,,,,
,A326077,1,AN,,,,,
,H352418,1,AN,,,,,
,D416392,1,AN,,,,,
,M405512,1,AN,,,,,
,B374002,1,AN,,,,,
11/4,C127875,1,H,,,,,
,E415964,1,H,,,,,
,K449106,1,H,,,,,
,F323055,1,H,,,,,
,H448503,1,H,,,,,
,E558051,1,H,,,,,
,K359467,1,H,,,,,
,J360239,1,H,,,,,
,K382688,1,H,,,,,
,E484175,1,H,,,,,
,J420871,1,H,,,,,
,K382628,1,H,,,,,
,A273277,1,H,,,,,
,J282348,1,H,,旋轉改版之後刊登商品。在商品敘述那邊就不能使用複製功能，有點麻煩，希望恢復有複製功能,,,
,C184382,1,H,,,,,
,C197296,1,H,,,,,
,C275055,1,H,,,,,
,B312491,1,H,,,,,
,B388557,1,H,,,,,
,M355473,1,H,,,,,
,K195325,1,H,,,,,
,C125488,1,H,,,,,
,J444675,1,H,,,,,
,K188890,1,H,,,,,
,A321798,1,H,,,,,
,A215428,1,H,,,,,
,K197855,1,H,,,,,
,C328845,1,H,,,,,
,K178462,1,H,,,,,
,A407510,1,H,,,,,
,K320956,1,H,,,,,
,K207975,1,H,,,,,
,A407730,1,H,,,,,
,K214553,1,H,,,,,
,K203927,1,H,,,,,
,K192839,1,H,,,,,
,A348842,1,H,,,,,
,D444409,1,H,,,,,
,G301945,1,H,,,,,
,H554983,1,H,,,,,
,B265487,1,H,,,,,
,K179980,1,H,,,,,
,M484888,1,H,,,,,
,K426781,1,H,,,,,
,E548921,1,H,,,,,
,C171435,1,H,,,,,
,A142487,1,H,,,,,
,M299450,1,H,,,,,
,G209182,1,H,,,,,
,K235409,1,H,,,,,
,J293139,1,H,,,,,
,F486581,1,H,,,,,
,K178528,1,H,,,,,
,E584352,1,H,,,,,
,F444814,1,H,,,,,
,K179100,1,H,,,,,
,D538833,1,H,,,,,
,K178902,1,H,,,,,
,G363127,1,H,,,,,
,K178957,1,H,,,,,
,D388881,1,H,,,,,
,K179089,1,H,,,,,
,K178704,1,H,,,,,
,B477226,1,H,,,,,
,K178770,1,H,,,,,
,F378374,1,H,,,,,
,C337535,1,H,,,,,
,K178858,1,H,,,,,
,E593394,1,H,,,,,
,C383394,1,H,,,,,
,A268602,1,H,,,,,
,F562140,1,H,,,,,
,K178880,1,H,,,,,
,K178946,1,H,,,,,
,K309043,1,H,,,,,
,K180134,1,H,,,,,
,K443595,1,H,,,,,
,G290681,1,H,,,,,
,K178187,1,H,,,,,
,D342846,1,H,,,,,
,J293458,1,H,,,,,
,H460614,1,H,,,,,
,H444279,1,H,,,,,
,C246389,1,H,,,,,
,E568853,1,H,,,,,
,A305023,1,H,,,,,
,C205348,1,H,,,,,
,A304814,1,H,,,,,
,A179056,1,H,,,,,
,K179991,1,H,,,,,
,G182386,1,H,,,,,
,E405921,1,H,,,,,
,E540363,1,H,,,,,
,C344784,1,H,,,,,
,B310224,1,H,,,,,
,K177835,1,H,,,,,
,D354473,1,H,,,,,
,K209724,1,H,,,,,
,K191244,1,H,,,,,
,K203311,1,H,,,,,
,K202068,1,H,,,,,
,A384905,1,H,,,,,
,K208360,1,H,,,,,
,A362462,1,H,,,,,
,K199967,1,H,,,,,
,F559764,1,H,,,,,
,K178429,1,H,,,,,
,K177824,1,H,,,,,
,B388577,1,H,,,,,
,K178099,1,H,,,,,
,J494010,1,H,,,,,
,K180475,1,H,,,,,
,F460214,1,H,,,,,
,H177901,1,H,,,,,
,M375537,1,H,,,,,
,G296918,1,H,,,,,
,G269396,1,H,,,,,
,K448127,1,H,,,,,
,D536381,1,H,,,,,
,K408681,1,H,,,,,
,K426721,1,H,,,,,
,B236447,1,H,,,,,
,B228395,1,H,,,,,
,B479734,1,H,,,,,
,B243454,1,H,,,,,
,B304537,1,H,,,,,
,D535368,1,H,,,,,
,C288145,1,H,,,,,
,J447370,1,H,,,,,
,B222719,1,H,,,,,
,B227042,1,H,,,,,
,D472184,1,H,,,,,
,B214362,1,H,,,,,
,A227913,1,H,,,,,
,H570658,1,H,,,,,
,H386001,1,H,,,,,
,D484295,1,H,,,,,
,K445608,1,H,,,,,
,M433144,1,H,,,,,
,D431007,1,H,,,,,
,D535148,1,H,,,,,
,F555826,1,H,,,,,
,F548852,1,H,,,,,
,G368605,1,H,,,,,
,F453647,1,H,,,,,
,F503334,1,H,,,,,
,C365783,1,H,,,,,
,B413602,1,H,,,,,
,B310488,1,H,,,,,
,E553695,1,H,,,,,
,F454076,1,H,,,,,
,M512751,1,H,,,,,
,A402318,1,H,,,,,
,C380006,1,H,,,,,
,A207849,1,H,,,,,
,C288376,1,H,,,,,
,B214161,1,H,,,,,
,H422092,1,H,,,,,
,B214898,1,H,,,,,
,B214139,1,H,,,,,
,B215580,1,H,,,,,
,B213732,1,H,,,,,
,B213644,1,H,,,,,
,B214414,1,H,,,,,
,B214238,1,H,,,,,
,B214931,1,H,,,,,
,B214260,1,H,,,,,
,D267947,1,H,,,,,
,B214535,1,H,,,,,
,B214634,1,H,,,,,
,M310923,1,H,,,,,
,G228586,1,H,,,,,
,K253108,1,H,,,,,
,B296727,1,H,,,,,
,C138413,1,H,,,,,
,B260152,1,H,,,,,
,B214678,1,H,,,,,
,M512498,1,H,,,,,
,G306466,1,H,,,,,
,F364019,1,H,,,,,
,B364366,1,H,,,,,
,B224952,1,H,,,,,
,C162778,1,H,,,,,
,H573683,1,H,,,,,
,K440163,1,H,,,,,
,J345906,1,H,,,,,
,D532640,1,H,,,,,
,J491293,1,H,,,,,
,G367373,1,H,,,,,
,E578423,1,H,,,,,
,H571252,1,H,,,,,
,F371081,1,H,,,,,
,D340437,1,H,,,,,
,J366751,1,H,,,,,
,B471484,1,H,,,,,
,M409197,1,H,,,,,
,B216350,1,H,,,,,
,G365503,1,H,,,,,
,F540492,1,H,,,,,
,K272737,1,H,,,,,
,M319921,1,H,,,,,
,A276357,1,H,,,,,
,D527294,1,H,,,,,
,J489973,1,H,,,,,
,G162806,1,H,,,,,
,B263364,1,H,,,,,
,B233521,1,H,,,,,
,G284653,1,H,,,,,
,H571098,1,H,,,,,
,G364018,1,H,,,,,
,M504765,1,H,,,,,
,B401315,1,H,,,,,
,K311661,1,H,,,,,
,E389861,1,H,,,,,
,J487388,1,H,,,,,
,H570317,1,H,,,,,
,C228536,1,H,,,,,
,C355828,1,H,,,,,
,K441164,1,H,,,,,
,E573594,1,H,,,,,
,J482284,1,H,,,,,
,D528570,1,H,,,,,
,K398550,1,H,,,,,
,G550260,1,H,,,,,
,B470175,1,H,,,,,
,B476005,1,H,,,,,
,J481756,1,H,,,,,
,K245672,1,H,,,,,
,J348843,1,H,,,,,
,H379214,1,H,,,,,
,B475565,1,H,,,,,
,A378679,1,H,,,,,
,C371712,1,H,,,,,
,D528174,1,H,,,,,
,D435906,1,H,,,,,
,D336279,1,H,,,,,
,F314684,1,H,,,,,
,J488583,1,H,,,,,
,F551855,1,H,,,,,
,F350500,1,H,,,,,
,K438931,1,H,,,,,
,M344341,1,H,,,,,
,E487189,1,H,,,,,
,A354622,1,H,,,,,
,E391786,1,H,,,,,
,K281367,1,H,,,,,
,K419768,1,H,,,,,
,K256914,1,H,,,,,
,J487344,1,H,,,,,
,C372295,1,H,,,,,
,J355179,1,H,,,,,
,G356054,1,H,,,,,
,D392555,1,H,,,,,
,K257222,1,H,,,,,
,B462167,1,H,,,,,
,G360157,1,H,,,,,
,G338388,1,H,,,,,
,D525787,1,H,,,,,
,M327170,1,H,,,,,
,K415974,1,H,,,,,
,E468808,1,H,,,,,
,G356109,1,H,,,,,
,D419274,1,H,,,,,
,A375456,1,H,,,,,
,H405702,1,H,,,,,
,B444794,1,H,,,,,
,F546069,1,H,,,,,
,H565114,1,H,,,,,
,G356252,1,H,,,,,
,K436060,1,H,,,,,
,E543872,1,H,,,,,
,E434807,1,H,,,,,
,K344045,1,H,,,,,
,B302843,1,H,,,,,
,K434443,1,H,,,,,
,D518615,1,H,,,,,
,B468338,1,H,,,,,
,E567830,1,H,,,,,
,J452958,1,H,,,,,
,J242858,1,H,,,,,
,H543070,1,H,,,,,
,M470027,1,H,,,,,
,G344064,1,H,,,,,
,C368709,1,H,,,,,
,J308704,1,H,,,,,
,G216299,1,H,,,,,
,H487102,1,H,,,,,
,C364342,1,H,,,,,
,F412859,1,H,,,,,
,C365607,1,H,,,,,
,M320691,1,H,,,,,
,F546047,1,H,,,,,
,C171688,1,H,,,,,
,G352061,1,H,,,,,
,D398759,1,H,,,,,
,F492290,1,H,,,,,
,G339114,1,H,,,,,
,F544529,1,H,,,,,
,C361361,1,H,,,,,
,E327733,1,H,,,,,
,M496999,1,H,,,,,
,M467354,1,H,,,,,
,M490718,1,H,,,,,
,J397980,1,H,,,,,
,D512829,1,H,,,,,
,D482293,1,H,,,,,
,E551000,1,H,,,,,
,F537181,1,H,,,,,
,A182186,1,H,,,,,
,G353205,1,H,,,,,
,D518582,1,H,,,,,
,H507144,1,H,,,,,
,J302324,1,H,,,,,
,F412111,1,H,,,,,
,M496504,1,H,,,,,
,M496416,1,H,,,,,
,A198983,1,H,,,,,
,D444541,1,H,,,,,
,A385411,1,H,,,,,
,D517086,1,H,,,,,
,K223969,1,H,,,,,
,C332728,1,H,,,,,
,K376770,1,H,,,,,
,E434895,1,H,,,,,
,C306361,1,H,,,,,
,A374103,1,H,,,,,
,B445359,1,H,,,,,
,A339035,1,H,,,,,
,F524135,1,H,,,,,
,E457445,1,H,,,,,
,J440000,1,H,,,,,
,H552739,1,H,,,,,
,M438347,1,H,,,,,
,D506878,1,H,,,,,
,B446173,1,H,,,,,
,H537614,1,H,,,,,
,B458900,1,H,,,,,
,M417238,1,H,,,,,
,D504667,1,H,,,,,
,F535773,1,H,,,,,
,E556951,1,H,,,,,
,G246318,1,H,,,,,
,E460261,1,H,,,,,
,H538406,1,H,,,,,
,H542443,1,H,,,,,
,D511608,1,H,,,,,
,K195545,1,H,,,,,
,C340461,1,H,,,,,
,D510233,1,H,,,,,
,C266376,1,H,,,,,
,C297330,1,H,,,,,
,H543004,1,H,,,,,
,C220561,1,H,,,,,
,B266763,1,H,,,,,
,E385802,1,H,,,,,
,G348365,1,H,,,,,
,F537357,1,H,,,,,
,G326277,1,H,,,,,
,B406353,1,H,,,,,
,K419230,1,H,,,,,
,D455233,1,H,,,,,
,M491510,1,H,,,,,
,A406410,1,H,,,,,
,G310998,1,H,,,,,
,A401493,1,H,,,,,
,M487077,1,H,,,,,
,B400809,1,H,,,,,
,B333434,1,H,,,,,
,B485135,1,H,,,,,
,B482748,1,H,,,,,
,H494461,1,H,,,,,
,E583714,1,H,,,,,
,M334408,1,H,,,,,
,F438896,1,H,,,,,
,F553956,1,H,,,,,
,F395688,1,H,,,,,
,F448576,1,H,,,,,
,J459353,1,H,,,,,
,M322742,1,H,,,,,
,M515798,1,H,,,,,
,H518650,1,H,,,,,
,A319455,1,H,,,,,
,K216522,1,H,,,,,
,M271048,1,H,,,,,
,H577753,1,H,,,,,
,K276208,1,H,,,,,
,C255211,1,H,,,,,
,A258018,1,H,,,,,
,J494065,1,H,,,,,
,G197357,1,H,,,,,
,D529615,1,H,,,,,
,B483870,1,H,,,,,
,A269724,1,H,,,,,
,G308105,1,H,,,,,
,H476960,1,H,,,,,
,F560842,1,H,,,,,
,C379093,1,H,,,,,
,K375021,1,H,,,,,
,J497409,1,H,,,,,
,B274518,1,H,,,,,
,J461956,1,H,,,,,
,F375470,1,H,,,,,
,J395538,1,H,,,,,
,G150904,1,H,,,,,
,B469273,1,H,,,,,
,M505788,1,H,,,,,
,H322124,1,H,,,,,
,B444171,1,H,,,,,
,C195052,1,H,,,,,
,J435545,1,H,,,,,
,F560061,1,H,,,,,
,K384624,1,H,,,,,
,B311907,1,H,,,,,
,E437557,1,H,,,,,
,K334299,1,H,,,,,
,A310765,1,H,,,,,
,C385605,1,H,,,,,
,C290510,1,H,,,,,
,J491546,1,H,,,,,
,B249658,1,H,,,,,
,M509231,1,H,,,,,
,H367620,1,H,,,,,
,G199029,1,H,,,,,
,M503577,1,H,,,,,
,C176825,1,H,,,,,
,M273699,1,H,,,,,
,H330968,1,H,,,,,
,C371525,1,H,,,,,
,A394783,1,H,,,,,
,J479996,1,H,,,,,
,A401581,1,H,,,,,
,A210665,1,H,,,,,
,G368176,1,H,,,,,
,G339048,1,H,,,,,
,D533718,1,H,,,,,
,D399199,1,H,,,,,
,D398671,1,H,,,,,
,M512113,1,H,,,,,
,B480306,1,H,,,,,
,H467555,1,H,,,,,
,E554619,1,H,,,,,
,E578489,1,H,,,,,
,H452639,1,H,,,,,
,E578302,1,H,,,,,
,H569910,1,H,,,,,
,F417435,1,H,,,,,
,G300900,1,H,,,,,
,D532519,1,H,,,,,
,J298100,1,H,,,,,
,F546465,1,H,,,,,
,E546875,1,H,,,,,
,F471181,1,H,,,,,
,K285173,1,H,,,,,
,C377069,1,H,,,,,
,G324022,1,H,,,,,
,C334158,1,H,,,,,
,K204279,1,H,,,,,
,K354055,1,H,,,,,
,J492305,1,H,,,,,
,J264704,1,H,,,,,
,A399733,1,H,,,,,
,F375041,1,H,,,,,
,E574199,1,H,,,,,
,F555518,1,H,,,,,
,D530759,1,H,,,,,
,G194299,1,H,,,,,
,C376013,1,H,,,,,
,B372385,1,H,,,,,
,K244396,1,H,,,,,
,A324265,1,H,,,,,
,M495283,1,H,,,,,
,F343174,1,H,,,,,
,A243033,1,H,,,,,
,G272355,1,H,,,,,
,F523607,1,H,,,,,
,G369166,1,H,,,,,
,G374886,1,H,,,,,
,C276199,1,H,,,,,
,D509496,1,H,,,,,
,D486759,1,H,,,,,
,B272241,1,H,,,,,
,D363515,1,H,,,,,
,J313258,1,H,,,,,
,B227834,1,H,,,,,
,B214084,1,H,,,,,
,B249130,1,H,,,,,
,J452947,1,H,,,,,
,B215503,1,H,,,,,
,G208819,1,H,,,,,
,B287696,1,H,,,,,
,B214568,1,H,,,,,
,J290642,1,H,,,,,
,B214821,1,H,,,,,
,B214876,1,H,,,,,
,F351809,1,H,,,,,
,J278322,1,H,,,,,
,K179166,1,H,,,,,
,J314985,1,H,,,,,
,B214755,1,H,,,,,
,H426612,1,H,,,,,
,B214293,1,H,,,,,
,B214799,1,H,,,,,
,B213787,1,H,,,,,
,B213908,1,H,,,,,
,A301107,1,H,,,,,
,C142516,1,H,,,,,
,E526503,1,Yufi,,,,,
,H358908,1,Yufi,,,,,
,F467221,1,Yufi,,,,,
,D486935,1,Yufi,,,,,
,M296590,1,Yufi,,,,,
,H3434786,1,Yufi,,,,,
,K430054,1,Yufi,,,,,
,K599550,1,Yufi,,,,,
,C359480,1,Yufi,,,,,
,H525591,1,Yufi,,,,,
,D449953,1,Yufi,,,,,
,A147624,1,Yufi,,,,,
,G254128,1,Yufi,,,,,
,K188802,1,Yufi,,,,,
,C160072,1,Yufi,,,,,
,K319537,1,Yufi,,,,,
,H497673,1,Yufi,,,,,
,M484811,1,Yufi,,,,,
,M440602,1,Yufi,,,,,
,D375912,1,Yufi,,,,,
,C315854,1,Yufi,,,,,
,M339061,1,Yufi,,,,,
,M399385,1,Yufi,,,,,
,E421541,1,Yufi,,,,,
,A339838,1,Yufi,,,,,
,F389792,1,Yufi,,,,,
,H527549,1,Yufi,,,,,
,C275121,1,Yufi,,,,,
,F512871,1,Yufi,,,,,
,K354341,1,Yufi,,,,,
,M470808,1,Yufi,,,,,
,H423137,1,Yufi,,,,,
,A303912,1,Yufi,,,,,
,H460669,1,Yufi,,,,,
,H465146,1,Yufi,,,,,
,G175478,1,Yufi,,,,,
,B327263,1,Yufi,,,,,
,E482976,1,Yufi,,,,,
,E405701,1,Yufi,,,,,
,F468090,1,Yufi,,,,,
,J448921,1,Yufi,,,,,
,D386978,1,Yufi,,,,,
,K290002,1,Yufi,,,,,
,J469150,1,Yufi,,,,,
,G295268,1,Yufi,,,,,
,K213486,1,Yufi,,,,,
,K317205,1,Yufi,,,,,
,A294529,1,Yufi,,,,,
,D295183,1,Yufi,,,,,
,H337744,1,Yufi,,,,,
,G198699,1,Yufi,,,,,
,M387593,1,Yufi,,,,,
,F345363,1,Yufi,,,,,
,G113097,1,Yufi,,,,,
,M461601,1,Yufi,,,,,
,E575882,1,Yufi,,,,,
,M307557,1,Yufi,,,,,
,K364527,1,Yufi,,,,,
,B451134,1,Yufi,,,,,
,D309142,1,Yufi,,,,,
,B433468,1,Yufi,,,,,
,H449130,1,Yufi,,,,,
,A179062,1,Yufi,,,,,
,K345937,1,Yufi,,,,,
,M449732,1,Yufi,,,,,
,E546765,1,Yufi,,,,,
,K404479,1,Yufi,,,,,
,E527009,1,Yufi,,,,,
,H441815,1,Yufi,,,,,
,G183101,1,Yufi,,,,,
,B338758,1,Yufi,,,,,
,A135535,1,Yufi,,,,,
,A192427,1,Yufi,,,,,
,D309483,1,Yufi,,,,,
,B376477,1,Yufi,,,,,
,D439635,1,Yufi,,,,,
,E428130,1,Yufi,,,,,
,D494283,1,Yufi,,,,,
,M505711,1,Yufi,,,,,
,F559632,1,Yufi,,,,,
,K356079,1,Yufi,,,,,
,K442341,1,Yufi,,,,,
,J341759,1,Yufi,,,,,
,C318186,1,Yufi,,,,,
,H464508,1,Yufi,,,,,
,H450989,1,Yufi,,,,,
,B353047,1,Yufi,,,,,
,B473948,1,Yufi,,,,,
,D334497,1,Yufi,,,,,
,E394085,1,Yufi,,,,,
,D507505,1,Yufi,,,,,
,K409121,1,Yufi,,,,,
,B401788,1,Yufi,,,,,
,J386870,1,Yufi,,,,,
,M383358,1,Yufi,,,,,
,B213534,1,Yufi,,,,,
,J397892,1,Yufi,,,,,
,B2790270,1,Yufi,,,,,
,H391809,1,Yufi,,,,,
,A336252,1,Yufi,,,,,
,B339671,1,AN,,,,,
,E575167,1,AN,,,,,
,H433168,1,AN,,,FALSE,,
,E225846,1,AN,,,FALSE,,
,A316654,1,AN,,,FALSE,,
,K418262,1,AN,,,,,
,M319525,1,AN,,,,,
,C456887,1,AN,,,FALSE,,
,J225551,1,AN,,,FALSE,,
,B531648,1,AN,,,FALSE,,
,G368462,1,AN,,,,,
,M492808,1,AN,,,,,
,D358752,1,AN,,,,,
,K239776,1,AN,,,,,
,B423458,1,AN,,,,,
,M315521,1,AN,,,,,
,M464626,1,AN,,,,,
,J423423,1,AN,,,,,
,D480335,1,AN,,,,,
,K331197,1,AN,,,,,
,E490368,1,AN,,,,,
,H368203,1,AN,,,,,
,J367070,1,AN,,,,,
,C234058,1,AN,,,,,
,G176633,1,AN,,,,,
,B362672,1,AN,,,,,
,E508848,1,AN,,,,,
,K361626,1,AN,,,FALSE,,
,B321554,1,AN,,,,,
,A266204,1,AN,,,,,
,J390401,1,AN,,,,,
,B356985,1,AN,,,,,
,F343889,1,AN,,,,,
,H318494,1,AN,,,,,
,J276397,1,AN,,,,,
,F386404,1,AN,,,,,
,B467557,1,AN,,,,,
,M508615,1,AN,,,,,
,C118921,1,AN,,,,,
,E476695,1,AN,,,,,
,H541860,1,AN,,,,,
,D498078,1,AN,,,,,
,E391269,1,AN,,,,,
,M492544,1,AN,,,,,
,H506781,1,AN,,,,,
,F290649,1,AN,,,,,
,M436334,1,AN,,,,,
,M384964,1,AN,,,,,
,G335891,1,AN,,,,,
,A266633,1,AN,,,,,
,B364784,1,AN,,,,,
,D360776,1,AN,,,,,
,K293918,1,AN,,,,,
,C199386,1,AN,,,,,
,B366929,1,AN,,,,,
,C245685,1,AN,,,,,
,M410341,1,AN,,,,,
,J361922,1,AN,,,,,
,J452144,1,AN,,,,,
,A350849,1,AN,,,,,
,F344329,1,AN,,,,,
,B468851,1,AN,,,FALSE,,
,C436698,1,AN,,,FALSE,,
,K215604,1,AN,,,FALSE,,
,J203316,1,AN,,,FALSE,,
,E561138,1,AN,,,FALSE,,
,G328763,1,AN,,,,,
,A368262,1,AN,,,,,
,K455321,1,AN,,,FALSE,,
,E126444,1,AN,,,FALSE,,
,A258911,1,AN,,,,,
,G203677,1,AN,,,FALSE,,
,M444318,1,AN,,,FALSE,,
,C363481,1,AN,,,FALSE,,
,B461276,1,AN,,,,,
,E459986,1,AN,,,,,
,G434666,1,AN,,,FALSE,,
,A118499,1,AN,,,FALSE,,
,C537561,1,AN,,,FALSE,,
,H488875,1,AN,,,FALSE,,
,B219456,1,AN,,,FALSE,,
,D531497,1,AN,,,FALSE,,
,M246184,1,AN,,,FALSE,,
,G251688,1,AN,,,FALSE,,
,D313556,1,AN,,,FALSE,,
,J457553,1,AN,,,FALSE,,
,J486321,1,AN,,,,,
,G228355,1,AN,,,,,
,E476574,1,AN,,,,,
,B391569,1,AN,,,,,
,K385526,1,AN,,,,,
,H360393,1,AN,,,,,
,H469403,1,AN,,,,,
,C249987,1,AN,,,FALSE,,
,K423553,1,AN,,,,,
,C239316,1,AN,,,,,
,K345684,1,AN,,,,,
,C214819,1,AN,,,,,
,J249645,1,AN,,,,,
,D506537,1,AN,,,,,
,F320173,1,AN,,,,,
,B328991,1,AN,,,FALSE,,
,D443510,1,AN,,,FALSE,,
,E159992,1,AN,,,FALSE,,
,B125066,1,AN,,,FALSE,,
,A531194,1,AN,,,FALSE,,
,B303646,1,AN,,,,,
,G509614,1,AN,,,FALSE,,
,K444182,1,AN,,,FALSE,,
,J553108,1,AN,,,FALSE,,
,F248891,1,AN,,,FALSE,,
,E203661,1,AN,,,FALSE,,
,M205481,1,AN,,,FALSE,,
,H474153,1,AN,,,FALSE,,
,A309645,1,AN,,,FALSE,,
,B506183,1,AN,,,FALSE,,
,D399185,1,AN,,,FALSE,,
,D478913,1,AN,,,FALSE,,
,A198342,1,AN,,,FALSE,,
,J403184,1,AN,,,FALSE,,
,K318094,1,AN,,,FALSE,,
,E284166,1,AN,,,FALSE,,
,G122589,1,AN,,,FALSE,,
,B226184,1,AN,,,,,
,C308148,1,AN,,,FALSE,,
,H501354,1,AN,,,FALSE,,
,A453180,1,AN,,,FALSE,,
,C354194,1,AN,,,FALSE,,
,B209948,1,AN,,,FALSE,,
,J138044,1,AN,,,FALSE,,
,J513081,1,AN,,,FALSE,,
,E220841,1,AN,,,FALSE,,
,A201844,1,AN,,,FALSE,,
,C222315,1,AN,,,FALSE,,
,D433318,1,AN,,,FALSE,,
,M288861,1,AN,,,FALSE,,
,B315618,1,AN,,,FALSE,,
,B222089,1,AN,,,FALSE,,
,C344916,1,AN,,,,,
,E168499,1,AN,,,FALSE,,
,A207129,1,AN,,,FALSE,,
,D561842,1,AN,,,FALSE,,
,J381946,1,AN,,,FALSE,,
,K228999,1,AN,,,FALSE,,
,K345111,1,AN,,,FALSE,,
,M107916,1,AN,,,FALSE,,
,D518911,1,AN,,,FALSE,,
,A138400,1,AN,,,FALSE,,
,B123897,1,AN,,,FALSE,,
,G294413,1,AN,,,FALSE,,
,M220816,1,AN,,,FALSE,,
,D441659,1,AN,,,,,
,B354499,1,AN,,,,,
,C341792,1,AN,,,,,
,F450787,1,AN,,,,,
,A199302,1,AN,,,,,
,D383623,1,AN,,,,,
,G160056,1,AN,,,,,
,C210122,1,AN,,,,,
,F489485,1,AN,,,,,
